Name,Father Name,Roll Number,Mathematics*,Science*,English*,Urdu*,Islamiat*,Pakistan Studies*,Computer Science*,Physics*,Chemistry*,Biology*,Geography*,History*,Economics*,Business Studies*,Accounting*,Art*,Music*,Physical Education*,Sindhi*,Arabic*,Total Marks,Obtain Marks,Percentage,Status,Grade,Academic Year
Sana Mirza,Mr. Ashok,ARTS-1471,38,84,-,52,84,93,-,63,99,47,-,-,78,98,43,21,20,62,-,36,1500,886,59.07,PASS,D,2024-2025
Robert Singh,M. Suresh,ARTS-1472,42,-,49,38,82,39,7,94,-,62,55,10,-,1,27,-,30,7,38,21,1600,1122,70.13,PASS,B,2024-2025
Laura Wilson,Anil,COM-1473,72,19,-,82,17,57,21,-,-,45,12,19,46,-,46,-,-,69,12,4,1400,787,56.21,PASS,D,2024-2025
Zainab Ahmed,Thomas,SC-1474,21,97,-,-,66,4,-,97,13,-,13,63,-,-,49,76,-,88,82,-,1200,459,38.25,PASS,E,2024-2025
Amanda Hussain,M. Raj,2024-1475,68,40,58,55,-,-,89,49,66,9,69,88,-,97,60,-,-,20,77,6,1500,846,56.40,PASS,D,2024-2025
William Patel,Mr. Michael,SC-1476,92,-,58,76,-,-,3,5,28,24,31,20,84,4,-,61,-,-,-,49,1300,676,52.00,PASS,D,2024-2025
James Huang,Mr. Michael,SCI-1477,57,53,12,83,30,7,98,43,99,-,1,19,88,-,-,100,-,53,29,58,1600,828,51.75,PASS,D,2024-2025
Thomas Li,Joseph,COM-1478,-,36,57,48,44,92,38,-,53,35,92,-,6,-,-,84,93,47,29,39,1500,893,59.53,PASS,D,2024-2025
Ali Garcia,Mr. Arun,2024-1479,-,55,23,83,13,17,33,45,-,91,88,3,32,19,-,4,61,19,-,-,1500,902,60.13,PASS,C,2024-2025
Noor Wu,Mr. Sunil,SC-1480,49,-,32,-,-,84,-,-,85,24,-,-,94,12,1,68,-,76,54,17,1200,666,55.50,PASS,D,2024-2025
Hafsa Miller,M. Sunil,STU-1481,-,95,76,22,91,87,-,8,-,40,-,-,-,-,-,48,5,28,70,-,1100,468,42.55,PASS,E,2024-2025
John Sharma,Praveen,24-1482,4,7,74,14,-,14,-,61,1,-,79,58,4,76,-,81,48,33,10,-,1500,820,54.67,PASS,D,2024-2025
Omar Chen,M. Robert,ARTS-1483,-,54,13,58,-,29,-,-,63,-,52,50,-,13,-,72,-,68,92,16,1200,606,50.50,PASS,D,2024-2025
Yusuf Ahmed,Mr. Praveen,2024-1484,59,32,-,68,35,-,-,6,98,96,28,1,23,91,74,-,-,64,87,-,1400,899,64.21,PASS,C,2024-2025
Zainab Garcia,M. Joseph,SCI-1485,21,8,74,-,30,-,5,79,-,74,37,95,14,58,-,-,51,-,74,-,1300,705,54.23,PASS,D,2024-2025
Usman Kumar,Charles,SCI-1486,-,96,54,42,81,75,17,42,-,69,39,-,-,1,3,79,-,85,28,-,1400,706,50.43,PASS,D,2024-2025
Mohammad Johnson,M. Usman,SC-1487,-,-,86,89,-,63,-,50,48,100,-,-,-,-,37,-,65,33,11,-,1000,628,62.80,PASS,C,2024-2025
Aisha Zhou,Mr. Anil,STU-1488,43,19,94,-,91,95,84,56,29,51,21,19,17,7,5,37,-,66,5,76,1800,1002,55.67,PASS,D,2024-2025
Ali Raza,M. Ahmed,24-1489,62,75,89,12,9,-,21,77,-,42,39,17,12,44,53,27,11,6,71,-,1700,908,53.41,PASS,D,2024-2025
Jessica Zhao,James,SCI-1490,69,68,-,5,32,59,96,9,46,-,53,-,-,82,54,-,72,35,-,-,1300,518,39.85,PASS,E,2024-2025
Emily Qureshi,M. Sunil,ARTS-1491,66,21,52,15,80,-,-,12,-,93,74,32,-,18,84,-,-,-,83,9,1300,691,53.15,PASS,D,2024-2025
Usman Ali,M. Robert,ARTS-1492,-,15,90,70,27,20,92,-,-,18,57,36,68,-,-,30,41,81,99,100,1500,879,58.60,PASS,D,2024-2025
Robert Malik,Raj,2024-1493,44,55,60,32,-,62,74,65,58,67,-,70,96,64,68,56,83,84,84,-,1700,894,52.59,PASS,D,2024-2025
Fatima Patel,Mr. Richard,SC-1494,67,-,46,31,85,77,-,98,100,10,-,61,21,20,72,-,48,50,-,94,1500,749,49.93,PASS,E,2024-2025
Maryam Qureshi,M. Praveen,COM-1495,27,22,94,-,32,76,6,41,-,4,-,-,74,-,-,21,-,-,-,50,1100,452,41.09,PASS,E,2024-2025
Nicole Reddy,Mr. Kamran,SCI-1496,-,43,24,17,11,83,-,-,85,-,28,83,-,-,49,74,33,-,-,0,1200,606,50.50,PASS,D,2024-2025
Noor Yang,Mr. Charles,SC-1497,65,-,44,28,2,29,7,-,92,74,83,-,56,12,-,90,95,32,14,45,1600,714,44.63,PASS,E,2024-2025
James Rodriguez,M. Praveen,ARTS-1498,-,23,-,83,5,70,-,22,89,11,21,35,5,-,12,-,-,83,43,3,1400,677,48.36,PASS,E,2024-2025
Robert Raza,Richard,STU-1499,-,6,50,-,-,34,28,64,-,44,-,95,77,20,60,3,-,84,65,-,1300,761,58.54,PASS,D,2024-2025
Hussain Raza,Mr. Hassan,STU-1500,6,79,-,69,12,5,17,28,96,34,64,14,-,-,94,-,12,65,12,-,1500,616,41.07,PASS,E,2024-2025
Rabia Verma,Ali,24-1501,-,26,53,-,73,-,13,75,-,-,97,22,41,1,-,85,78,46,31,40,1400,1052,75.14,PASS,B,2024-2025
Matthew Garcia,M. Kamran,ARTS-1502,-,41,34,1,85,81,26,-,35,65,7,76,39,-,46,61,55,66,-,14,1600,904,56.50,PASS,D,2024-2025
Omar Wu,Mr. Mohammad,ARTS-1503,38,-,44,72,77,62,64,-,-,-,13,95,1,61,43,39,42,-,-,-,1300,557,42.85,PASS,E,2024-2025
Hassan Ahmed,M. Usman,24-1504,72,80,42,-,31,77,22,82,41,64,83,30,16,-,-,16,75,-,-,79,1500,688,45.87,PASS,E,2024-2025
Amanda Baig,M. Sunil,ARTS-1505,87,16,40,86,54,13,69,9,10,80,79,24,-,44,17,49,-,40,8,7,1800,841,46.72,PASS,E,2024-2025
Emily Gupta,M. Ravi,ARTS-1506,17,80,76,77,99,83,-,23,19,13,0,5,8,78,36,90,68,99,-,-,1700,559,32.88,FAIL,F,2024-2025
David Rao,Kamran,SCI-1507,-,1,66,58,-,-,0,-,77,50,-,30,71,-,1,64,54,81,91,83,1400,810,57.86,PASS,D,2024-2025
Emily Garcia,M. Kamran,24-1508,82,27,42,-,-,66,-,-,-,-,30,61,96,15,87,-,57,-,-,80,1100,509,46.27,PASS,E,2024-2025
Mohammad Jain,M. Joseph,SC-1509,-,23,69,50,76,39,48,-,85,19,97,12,-,34,58,77,18,-,31,75,1600,766,47.88,PASS,E,2024-2025
Rabia Patel,M. Richard,STU-1510,21,59,80,-,9,-,33,74,34,92,64,82,58,77,6,98,-,69,83,12,1700,887,52.18,PASS,D,2024-2025
Elizabeth Garcia,M. Joseph,24-1511,71,2,14,-,6,-,52,16,73,76,-,-,81,-,-,-,21,-,94,59,1200,542,45.17,PASS,E,2024-2025
Hafsa Ahmed,M. Mohammad,ARTS-1512,32,47,74,-,-,-,12,50,20,69,-,-,66,-,40,2,-,-,55,-,1100,684,62.18,PASS,C,2024-2025
John Miller,Mr. Kamran,24-1513,79,24,-,46,82,23,-,55,80,83,-,24,-,9,94,20,70,0,10,-,1500,708,47.20,PASS,E,2024-2025
Michael Miller,Hussain,SC-1514,-,70,27,14,10,-,-,-,18,-,24,-,40,37,30,46,49,75,14,-,1300,668,51.38,PASS,D,2024-2025
Jessica Qureshi,Mr. Manoj,ARTS-1515,75,6,-,93,68,30,-,24,34,-,0,35,79,32,50,8,-,-,-,28,1400,832,59.43,PASS,D,2024-2025
Rabia Verma,M. James,STU-1516,17,53,4,32,-,13,33,3,-,46,88,-,24,7,-,74,84,-,-,-,1300,666,51.23,PASS,D,2024-2025
Emily Khan,M. Sunil,STU-1517,100,94,53,1,80,85,20,-,-,38,88,87,75,5,-,18,15,-,73,95,1600,925,57.81,PASS,D,2024-2025
Emily Davis,Abdul,SCI-1518,-,46,61,32,64,63,76,-,56,79,19,-,78,-,98,-,12,64,73,47,1500,647,43.13,PASS,E,2024-2025
John Zhou,Abdul,STU-1519,87,90,93,-,37,12,34,15,-,12,98,-,-,2,58,-,18,28,92,73,1500,720,48.00,PASS,E,2024-2025
John Qureshi,Suresh,24-1520,80,10,2,63,43,16,38,0,0,27,-,64,30,44,24,83,-,33,97,-,1700,605,35.59,PASS,E,2024-2025
Sana Wu,Vikram,STU-1521,1,21,43,48,92,84,-,58,-,18,87,82,-,-,80,-,70,-,-,12,1300,505,38.85,PASS,E,2024-2025
Hafsa Singh,Charles,SC-1522,39,-,85,-,22,65,77,-,78,26,41,84,-,45,96,-,99,86,82,35,1500,827,55.13,PASS,D,2024-2025
Hassan Kumar,Mr. Hussain,SC-1523,-,-,37,-,-,-,83,37,-,67,77,51,15,63,49,79,-,62,-,91,1200,648,54.00,PASS,D,2024-2025
Charles Wilson,Ravi,SC-1524,25,-,63,63,26,56,58,-,11,11,89,-,54,9,24,39,32,57,4,95,1700,738,43.41,PASS,E,2024-2025
Hussain Mirza,Nadeem,ARTS-1525,73,99,-,58,55,-,95,19,54,72,39,43,-,21,-,70,76,66,54,-,1500,702,46.80,PASS,E,2024-2025
Bilal Williams,M. Omar,COM-1526,-,79,-,86,89,15,95,-,13,29,80,19,59,-,58,-,96,-,0,-,1300,548,42.15,PASS,E,2024-2025
Rabia Garcia,Mr. Raj,SCI-1527,11,54,79,76,60,-,34,61,-,22,12,-,41,46,77,39,62,-,12,40,1600,701,43.81,PASS,E,2024-2025
Michael Gupta,M. Abdul,24-1528,88,-,35,81,99,4,-,22,15,25,71,81,-,57,79,69,-,-,96,86,1500,803,53.53,PASS,D,2024-2025
Michelle Jones,M. David,COM-1529,60,84,77,-,93,37,-,90,74,20,80,18,6,74,42,-,63,12,84,94,1700,681,40.06,PASS,E,2024-2025
Hira Zhang,M. Hussain,SC-1530,52,9,94,-,14,86,79,-,-,20,23,89,-,85,-,-,87,23,37,-,1300,737,56.69,PASS,D,2024-2025
Matthew Ahmed,Raj,SCI-1531,98,97,58,61,-,8,76,-,12,-,14,71,87,-,-,-,99,21,77,73,1400,731,52.21,PASS,D,2024-2025
Mohammad Zhou,Mohammad,STU-1532,1,39,94,51,48,-,-,-,-,2,6,76,11,78,97,-,72,-,95,40,1400,880,62.86,PASS,C,2024-2025
Amanda Wilson,Mohammad,ARTS-1533,50,52,62,-,40,70,18,-,-,14,86,51,72,79,64,89,-,63,3,-,1500,813,54.20,PASS,D,2024-2025
Sadia Brown,M. Sunil,24-1534,84,23,10,-,95,18,44,65,94,-,3,-,9,31,-,52,49,25,71,-,1500,1008,67.20,PASS,C,2024-2025
Stephanie Huang,M. Praveen,STU-1535,52,-,68,91,93,-,79,23,-,63,59,58,46,34,21,13,-,56,-,-,1400,605,43.21,PASS,E,2024-2025
Matthew Liu,Mr. Hussain,ARTS-1536,-,30,-,-,5,38,80,16,32,70,-,33,-,-,63,26,-,21,74,14,1300,745,57.31,PASS,D,2024-2025
Maryam Mirza,Hassan,ARTS-1537,-,33,-,96,45,72,18,48,26,-,72,40,92,8,17,92,-,-,-,-,1300,471,36.23,PASS,E,2024-2025
Sadia Li,M. Mohammad,2024-1538,89,88,42,2,-,66,32,76,7,-,23,70,-,81,-,-,82,33,85,31,1500,810,54.00,PASS,D,2024-2025
James Jones,Mr. Arun,2024-1539,92,76,54,27,66,55,-,86,7,25,32,-,6,94,85,85,59,-,8,-,1600,925,57.81,PASS,D,2024-2025
William Khan,M. Nadeem,SC-1540,-,44,81,51,33,-,77,3,38,46,44,14,-,-,-,-,81,-,5,16,1300,793,61.00,PASS,C,2024-2025
Laura Miller,Mr. Usman,2024-1541,28,-,44,89,33,-,95,36,-,87,0,92,83,55,95,-,83,92,-,71,1500,837,55.80,PASS,D,2024-2025
Ali Brown,Sunil,SC-1542,73,-,43,61,38,78,30,5,-,12,-,-,86,17,-,63,41,100,62,99,1500,604,40.27,PASS,E,2024-2025
Maryam Zhou,Kamran,COM-1543,73,65,31,43,-,95,-,16,56,-,63,67,46,-,-,54,-,93,-,87,1300,472,36.31,PASS,E,2024-2025
Michael Davis,Joseph,SC-1544,85,-,64,59,72,51,72,-,-,-,1,68,23,97,46,-,-,-,62,63,1300,594,45.69,PASS,E,2024-2025
Laura Gupta,Hassan,ARTS-1545,73,14,48,-,66,29,23,-,-,13,-,8,-,-,9,22,8,43,2,-,1300,682,52.46,PASS,D,2024-2025
Robert Chen,Kamran,2024-1546,37,7,-,-,38,61,40,42,19,38,53,37,39,42,-,64,69,0,46,-,1600,539,33.69,PASS,E,2024-2025
Mohammad Gupta,Mr. James,SC-1547,57,6,72,42,97,31,-,70,86,-,40,55,-,11,-,43,-,75,85,68,1500,868,57.87,PASS,D,2024-2025
Daniel Jones,M. Omar,SC-1548,-,-,-,51,86,-,67,85,-,79,26,93,73,-,-,94,62,75,22,51,1300,834,64.15,PASS,C,2024-2025
Amanda Kumar,Mr. Praveen,SCI-1549,23,-,70,18,94,62,-,93,67,-,0,-,-,-,12,91,92,-,72,27,1300,563,43.31,PASS,E,2024-2025
Daniel Rodriguez,M. William,COM-1550,84,-,12,92,55,36,-,-,-,73,10,98,2,95,-,-,41,56,-,46,1300,566,43.54,PASS,E,2024-2025
Robert Qureshi,M. William,ARTS-1551,12,47,57,21,36,84,-,66,-,-,50,92,11,-,-,43,17,28,-,61,1400,657,46.93,PASS,E,2024-2025
John Patel,M. Kamran,SCI-1552,-,-,-,87,-,85,99,-,-,26,-,-,80,19,-,33,28,-,64,24,1000,468,46.80,PASS,E,2024-2025
Hafsa Sharma,Mr. Richard,STU-1553,19,85,-,32,-,3,5,64,73,94,16,-,-,-,74,48,83,-,90,10,1400,714,51.00,PASS,D,2024-2025
Usman Wang,M. Robert,SC-1554,32,-,84,-,62,17,-,-,91,39,-,66,78,-,48,-,-,32,80,80,1200,557,46.42,PASS,E,2024-2025
Sarah Brown,Nadeem,STU-1555,59,19,2,76,-,-,54,-,75,-,43,66,68,-,92,75,51,70,47,76,1500,826,55.07,PASS,D,2024-2025
Hira Raza,Abdul,SC-1556,52,-,-,-,-,31,93,-,49,17,95,68,4,68,-,81,77,8,-,-,1200,621,51.75,PASS,D,2024-2025
Jennifer Kumar,Mr. Joseph,COM-1557,66,74,7,44,0,-,-,80,5,58,-,53,-,59,-,34,97,35,87,38,1500,864,57.60,PASS,D,2024-2025
Zainab Ali,M. Sunil,SCI-1558,63,26,65,61,100,16,68,49,87,83,50,25,-,41,-,47,69,11,10,33,1800,956,53.11,PASS,D,2024-2025
Mohammad Smith,Mr. Manoj,SC-1559,-,2,-,78,-,86,24,85,-,63,-,100,99,1,87,58,83,45,78,-,1400,776,55.43,PASS,D,2024-2025
Ali Garcia,M. Suresh,SC-1560,-,44,38,16,-,42,-,13,-,-,-,30,-,1,68,6,34,-,59,0,1200,878,73.17,PASS,B,2024-2025
David Khan,M. Hussain,STU-1561,-,-,-,13,-,77,42,71,-,79,10,42,-,86,-,69,74,-,5,10,1200,692,57.67,PASS,D,2024-2025
Aisha Liu,M. Sunil,STU-1562,-,42,13,33,47,54,58,-,87,48,19,80,41,-,23,10,92,18,76,92,1700,784,46.12,PASS,E,2024-2025
Stephanie Gupta,M. Manoj,SC-1563,5,6,49,44,92,-,-,78,-,6,63,88,44,13,33,73,8,53,-,4,1600,857,53.56,PASS,D,2024-2025
Hafsa Reddy,Mr. Raj,SC-1564,36,-,39,51,-,67,25,-,40,-,-,76,22,-,-,76,-,44,-,100,1100,713,64.82,PASS,C,2024-2025
Matthew Ahmed,Praveen,2024-1565,0,6,-,35,47,-,-,79,-,54,14,-,73,91,77,-,94,-,-,59,1200,661,55.08,PASS,D,2024-2025
Sana Williams,M. Michael,ARTS-1566,48,-,-,95,27,-,64,26,18,61,12,33,30,56,96,-,1,33,70,-,1500,713,47.53,PASS,E,2024-2025
Ahmed Jain,Michael,STU-1567,79,70,61,13,48,-,-,24,70,-,91,61,67,-,51,62,87,-,34,-,1400,602,43.00,PASS,E,2024-2025
Aisha Zhao,M. Ravi,SCI-1568,54,75,18,62,84,63,50,39,46,-,98,-,-,66,1,22,94,15,-,-,1500,876,58.40,PASS,D,2024-2025
Sadia Brown,Manoj,SC-1569,45,-,35,97,-,-,46,-,74,-,40,-,-,27,-,54,0,-,42,-,1000,475,47.50,PASS,E,2024-2025
Charles Zhang,Charles,STU-1570,19,-,97,92,28,-,7,56,78,63,-,21,-,45,-,36,34,26,81,96,1500,667,44.47,PASS,E,2024-2025
Matthew Johnson,Mr. Hassan,SC-1571,-,19,2,22,29,-,100,-,-,96,16,0,-,-,40,29,17,78,-,96,1300,742,57.08,PASS,D,2024-2025
Aisha Reddy,M. Mohammad,24-1572,-,93,81,65,57,-,61,46,-,66,38,10,3,70,68,82,-,59,33,-,1500,666,44.40,PASS,E,2024-2025
Ahmed Patel,M. David,24-1573,73,40,41,-,38,-,-,99,23,70,81,1,37,-,-,50,-,44,17,93,1400,624,44.57,PASS,E,2024-2025
Daniel Ali,M. Hassan,COM-1574,76,-,-,98,92,91,33,21,-,74,-,72,50,0,-,1,-,9,83,-,1300,633,48.69,PASS,E,2024-2025
Matthew Williams,Mr. Daniel,24-1575,28,46,27,58,16,-,-,33,32,-,48,97,98,16,96,-,95,80,87,18,1600,927,57.94,PASS,D,2024-2025
Fatima Mehta,M. David,COM-1576,-,81,-,10,-,56,-,44,-,-,10,6,45,38,-,100,-,-,16,-,1000,618,61.80,PASS,C,2024-2025
Amanda Khan,Mr. Vikram,SC-1577,29,89,54,8,66,24,92,51,3,75,23,14,43,-,9,-,100,36,43,-,1700,754,44.35,PASS,E,2024-2025
David Baig,Mr. Daniel,COM-1578,-,-,48,-,50,-,18,1,22,42,84,6,8,79,62,-,-,26,2,-,1300,694,53.38,PASS,D,2024-2025
Thomas Davis,Mr. Ashok,2024-1579,72,-,12,80,77,-,-,41,65,7,72,42,65,-,87,75,85,-,-,51,1400,636,45.43,PASS,E,2024-2025
Sadia Mehta,Mr. Michael,COM-1580,65,59,-,13,7,61,-,67,-,28,82,33,-,-,54,100,87,40,61,17,1500,553,36.87,PASS,E,2024-2025
Fatima Raza,M. William,COM-1581,-,61,7,47,27,72,31,2,4,1,29,2,83,-,-,-,61,61,94,-,1500,793,52.87,PASS,D,2024-2025
Mohammad Brown,Mr. Ravi,SCI-1582,92,-,16,45,64,-,-,34,100,24,78,92,-,28,90,56,-,12,6,-,1400,722,51.57,PASS,D,2024-2025
Hira Qureshi,M. Robert,24-1583,-,63,-,30,-,16,-,-,-,17,81,35,-,-,-,-,32,-,33,100,900,449,49.89,PASS,E,2024-2025
Nicole Rodriguez,M. Omar,COM-1584,38,-,11,18,95,69,82,42,-,64,-,17,29,-,-,31,63,56,50,52,1500,830,55.33,PASS,D,2024-2025
Hussain Wu,Daniel,ARTS-1585,27,58,-,-,74,92,93,38,81,98,14,72,80,-,-,26,-,93,-,-,1300,400,30.77,FAIL,F,2024-2025
Aisha Singh,Mr. Robert,2024-1586,-,-,16,-,56,16,45,15,-,84,27,53,-,-,-,62,96,-,21,32,1200,574,47.83,PASS,E,2024-2025
Mohammad Mehta,Vikram,SC-1587,90,25,-,82,97,68,57,76,13,62,14,19,-,74,-,80,-,-,59,-,1400,578,41.29,PASS,E,2024-2025
John Singh,Mr. Mohammad,24-1588,-,95,60,-,-,-,-,-,-,98,63,64,-,97,7,-,8,-,87,25,1000,577,57.70,PASS,D,2024-2025
Hafsa Jain,M. Robert,ARTS-1589,7,81,-,-,24,-,87,2,-,-,93,94,74,85,-,24,34,45,81,-,1300,579,44.54,PASS,E,2024-2025
John Jain,Kamran,SCI-1590,-,29,-,26,20,18,32,38,53,75,27,28,-,12,6,87,-,39,71,26,1600,992,62.00,PASS,C,2024-2025
Aisha Malik,Mr. Joseph,24-1591,3,83,44,-,13,-,39,50,-,74,-,-,64,95,-,79,49,52,0,16,1400,509,36.36,PASS,E,2024-2025
Ali Zhao,Ahmed,SCI-1592,-,33,49,95,80,-,75,20,-,47,48,5,10,-,80,29,21,-,57,-,1400,868,62.00,PASS,C,2024-2025
Sadia Miller,Mr. Suresh,SC-1593,-,2,58,15,-,16,-,46,96,76,86,83,18,93,8,5,-,32,50,-,1500,801,53.40,PASS,D,2024-2025
Hassan Kumar,Mr. David,STU-1594,92,79,-,15,49,18,64,41,-,-,50,38,32,36,95,82,-,8,7,-,1500,732,48.80,PASS,E,2024-2025
Michael Shah,Mr. Ali,24-1595,-,51,42,-,-,90,6,-,-,84,38,-,88,-,13,-,24,15,56,7,1200,451,37.58,PASS,E,2024-2025
Hassan Mirza,Daniel,COM-1596,24,35,1,84,47,-,-,-,-,7,72,70,92,58,-,-,-,73,-,94,1200,605,50.42,PASS,D,2024-2025
Sana Davis,Mr. David,STU-1597,97,90,32,70,38,83,5,5,-,15,50,57,-,85,4,58,-,97,98,-,1600,897,56.06,PASS,D,2024-2025
Sadia Li,M. Omar,SCI-1598,51,87,17,-,66,24,45,-,40,34,-,-,49,-,34,15,-,31,14,36,1400,731,52.21,PASS,D,2024-2025
Emily Davis,Ravi,2024-1599,38,80,-,19,-,66,40,66,42,44,69,82,66,75,76,35,29,45,46,-,1700,573,33.71,PASS,E,2024-2025
James Shah,Robert,2024-1600,-,-,15,57,37,6,42,19,-,-,-,49,67,15,-,0,-,93,-,39,1200,661,55.08,PASS,D,2024-2025
John Ali,Mr. Anil,STU-1601,14,42,-,6,-,61,55,34,97,-,67,91,40,-,-,-,30,73,50,100,1400,791,56.50,PASS,D,2024-2025
Mohammad Patel,Arun,ARTS-1602,32,43,-,78,71,62,68,-,29,4,36,68,63,65,15,-,-,65,-,91,1500,505,33.67,PASS,E,2024-2025
Ali Wilson,Mr. Joseph,COM-1603,-,50,7,90,63,-,-,33,3,-,39,24,-,-,-,18,62,21,100,99,1300,529,40.69,PASS,E,2024-2025
Elizabeth Kumar,Ali,ARTS-1604,-,63,-,-,28,-,3,-,43,22,-,55,92,-,-,89,-,18,30,48,1100,516,46.91,PASS,E,2024-2025
Bilal Chen,M. Anil,SC-1605,-,73,2,-,4,-,44,21,63,70,-,10,91,-,42,84,-,33,29,63,1400,683,48.79,PASS,E,2024-2025
Hassan Wilson,Anil,STU-1606,31,8,66,41,20,85,80,-,99,82,-,65,94,57,4,59,64,87,22,76,1800,1063,59.06,PASS,D,2024-2025
Michelle Malik,William,COM-1607,-,-,63,-,19,32,92,70,79,84,48,89,33,-,25,26,68,2,100,-,1500,672,44.80,PASS,E,2024-2025
Yusuf Malik,Abdul,24-1608,8,-,22,18,21,32,-,19,67,87,77,-,88,32,-,56,43,50,72,42,1600,682,42.63,PASS,E,2024-2025
Elizabeth Li,M. Ravi,STU-1609,91,3,-,33,48,33,84,53,-,66,-,58,46,82,-,-,20,2,34,41,1500,758,50.53,PASS,D,2024-2025
Charles Jain,M. Arun,SC-1610,76,99,75,24,94,46,92,19,-,45,-,4,39,33,39,83,84,4,-,72,1700,1026,60.35,PASS,C,2024-2025
Rabia Ahmed,Mr. Omar,SC-1611,47,88,32,15,52,83,7,70,-,5,31,61,90,-,48,49,-,-,-,99,1500,719,47.93,PASS,E,2024-2025
Nicole Zhang,Michael,ARTS-1612,-,31,94,99,56,57,96,-,-,8,-,67,6,89,-,91,70,-,7,43,1400,694,49.57,PASS,E,2024-2025
Michelle Raza,Mr. Mohammad,STU-1613,-,18,-,-,30,59,28,15,91,60,-,23,40,58,-,64,34,39,-,81,1400,750,53.57,PASS,D,2024-2025
Zain Williams,Mr. Hassan,SCI-1614,27,-,22,49,27,11,5,18,92,-,24,22,40,29,-,-,94,21,46,-,1500,905,60.33,PASS,C,2024-2025
Hira Ahmed,M. William,2024-1615,61,69,98,49,15,26,18,94,71,93,-,9,19,-,30,76,65,-,68,81,1700,888,52.24,PASS,D,2024-2025
Emily Baig,Nadeem,24-1616,7,29,91,71,58,17,18,77,72,59,79,79,87,7,50,-,58,40,-,21,1800,815,45.28,PASS,E,2024-2025
Yusuf Zhou,M. Ravi,24-1617,35,62,63,-,-,-,69,88,33,77,10,93,60,29,11,12,-,97,71,39,1600,725,45.31,PASS,E,2024-2025
Maryam Rodriguez,Praveen,STU-1618,80,76,-,8,43,1,32,11,36,16,81,-,-,59,80,-,81,99,71,-,1500,897,59.80,PASS,D,2024-2025
Sarah Hussain,Mr. Mohammad,COM-1619,-,-,-,31,87,38,25,62,76,-,98,78,15,41,6,99,12,62,93,-,1500,763,50.87,PASS,D,2024-2025
Daniel Garcia,Mr. Hassan,STU-1620,48,41,-,-,-,-,6,70,-,56,-,41,93,-,61,2,-,47,15,-,1100,516,46.91,PASS,E,2024-2025
Rabia Raza,Joseph,SCI-1621,-,-,-,55,33,-,32,70,-,94,24,29,42,86,20,48,70,36,80,77,1500,675,45.00,PASS,E,2024-2025
Nicole Raza,Ashok,SCI-1622,88,-,-,20,-,88,-,-,-,74,-,-,28,99,31,26,33,-,27,13,1100,691,62.82,PASS,C,2024-2025
Usman Ahmed,Robert,24-1623,-,75,23,-,69,54,2,-,80,31,-,76,52,-,-,37,82,58,-,56,1300,629,48.38,PASS,E,2024-2025
Rabia Brown,M. Joseph,SC-1624,-,36,-,50,72,14,52,-,58,22,85,88,98,-,-,38,99,93,30,90,1500,777,51.80,PASS,D,2024-2025
Michael Davis,Mr. Charles,2024-1625,-,32,91,-,48,61,26,16,-,6,-,19,40,27,57,95,-,45,-,58,1400,556,39.71,PASS,E,2024-2025
Usman Shah,M. Mohammad,COM-1626,93,-,31,-,-,-,-,30,39,-,28,65,18,-,59,71,55,-,35,-,1100,659,59.91,PASS,D,2024-2025
Bilal Shah,M. Joseph,COM-1627,-,-,-,36,44,70,32,-,14,-,35,6,68,-,92,-,21,-,55,18,1200,618,51.50,PASS,D,2024-2025
James Rodriguez,M. Praveen,ARTS-1628,-,89,-,85,58,89,6,-,55,29,-,-,-,25,-,26,-,79,31,92,1200,630,52.50,PASS,D,2024-2025
Jessica Mirza,Ravi,STU-1629,81,43,84,93,28,22,75,94,-,50,21,-,16,-,72,-,79,4,31,30,1600,882,55.13,PASS,D,2024-2025
Thomas Jones,M. Usman,COM-1630,22,61,71,-,81,77,32,-,55,-,-,-,88,29,-,-,24,73,6,86,1300,586,45.08,PASS,E,2024-2025
Daniel Wu,Anil,24-1631,53,49,41,0,-,20,-,29,1,96,57,-,65,-,26,56,-,65,14,94,1500,655,43.67,PASS,E,2024-2025
Jessica Jones,M. Michael,24-1632,67,29,28,27,38,47,54,86,87,-,57,43,-,53,48,32,65,63,100,28,1800,822,45.67,PASS,E,2024-2025
Charles Williams,Mr. Hussain,24-1633,31,-,-,-,-,24,83,42,82,59,42,-,32,-,68,13,-,-,2,10,1200,620,51.67,PASS,D,2024-2025
Charles Zhang,Mr. Sunil,SC-1634,72,39,-,29,-,87,15,4,51,-,-,50,17,29,36,28,93,55,-,25,1500,960,64.00,PASS,C,2024-2025
Zainab Qureshi,Mr. Robert,24-1635,49,-,92,91,58,-,60,-,51,99,13,32,77,-,-,-,46,19,-,-,1200,450,37.50,PASS,E,2024-2025
Stephanie Miller,M. William,STU-1636,-,5,87,11,72,51,72,21,-,14,66,37,-,31,-,99,-,60,49,-,1400,356,25.43,FAIL,F,2024-2025
Hussain Rodriguez,William,2024-1637,9,58,68,-,3,59,56,-,19,25,-,-,22,84,14,43,37,5,-,-,1400,584,41.71,PASS,E,2024-2025
Michael Smith,Manoj,SC-1638,-,100,-,46,66,-,79,88,22,-,4,36,66,-,51,40,89,36,26,34,1500,729,48.60,PASS,E,2024-2025
